"CPF","segmento_do_cliente.x","Idade","Rentabilidade","previdência","cartao_de_credito","cheque_especial","credito_pessoal","cdb","credito_consignado","respostas_de_nps","data_da_resposta","Renda","verbatim"
35765359200,"Classic",18,137.23,0,2,1,1,1,0,1,2023-10-18,1672,"0"
25727122598,"Prime",54,574.5,2,3,3,0,2,3,10,2024-06-17,16838,"O serviço prestado é excelente."
84279778553,"Exclusive",47,507.24,3,3,2,1,2,1,8,2024-07-13,9485,"0"
69595099114,"Prime",39,594.1,4,2,2,1,3,3,0,2023-05-13,15591,"O app trava constantemente."
26005064230,"Exclusive",27,564.56,3,3,3,1,1,1,2,2023-02-13,8222,"0"
28388244071,"Prime",46,713.7,4,1,1,0,3,2,6,2023-11-16,19386,"Tive problemas com o suporte."
83890098772,"Classic",36,119.04,0,2,1,0,1,3,0,2023-11-15,1676,"A experiência no banco não foi boa."
87856296256,"Classic",35,141.18,0,2,1,1,1,0,9,2024-02-03,6582,"Adoro as funcionalidades do app!"
18715564958,"Prime",38,657.4,4,1,2,1,2,2,5,2024-09-16,18414,"0"
46939386030,"Prime",35,663.41,4,2,2,1,3,1,10,2023-03-19,17864,"Ótimo atendimento, adorei o app."
76810640011,"Exclusive",32,526.71,3,3,2,1,1,1,10,2023-03-02,8323,"O aplicativo é rápido e fácil de usar."
18714399758,"Classic",35,188.89,0,2,1,0,0,0,8,2024-11-01,4558,"Muito satisfeito com o banco."
10404116774,"Exclusive",31,485.23,2,3,2,0,3,1,2,2023-08-02,9147,"0"
82760924912,"Prime",46,629.43,4,3,3,0,3,2,2,2023-03-07,16785,"0"
41720866767,"Prime",37,645.28,2,1,3,0,3,3,1,2023-09-05,11096,"0"
29611791388,"Classic",44,385.42,0,1,1,1,1,2,1,2024-04-15,3490,"O app trava constantemente."
60582443391,"Classic",44,243.26,0,0,1,0,0,1,6,2023-08-14,6277,"A experiência no banco não foi boa."
36443903691,"Classic",23,216.02,1,2,1,1,1,0,6,2024-03-01,7396,"0"
40575882878,"Classic",40,244.42,1,1,1,0,1,1,3,2024-07-21,5133,"O app trava constantemente."
34191961982,"Classic",37,240.92,0,2,1,1,1,2,10,2023-01-27,3014,"0"
97002641140,"Exclusive",43,361.14,3,2,3,1,3,1,10,2023-05-26,9057,"0"
26114600771,"Classic",19,155.18,0,2,1,0,1,0,4,2024-11-29,1144,"0"
52545657896,"Exclusive",43,303.9,3,3,1,0,3,1,3,2023-05-15,8010,"0"
27338565879,"Classic",33,138.27,0,0,1,0,1,1,4,2024-07-06,7678,"O aplicativo é lento e confuso."
43352245972,"Classic",43,316.05,0,2,1,1,1,2,5,2023-10-26,6673,"0"
77064956630,"Classic",30,314.8,1,1,1,0,1,0,4,2023-03-30,2907,"O app trava constantemente."
93069285292,"Prime",32,724.15,2,3,3,0,3,1,3,2023-12-05,18222,"O aplicativo é lento e confuso."
92717949265,"Prime",39,729.74,4,2,3,0,3,3,1,2023-04-21,14584,"0"
64947113950,"Classic",19,131.77,0,2,1,1,1,1,1,2023-09-18,6674,"0"
83239977459,"Classic",37,247.05,1,1,1,1,1,3,8,2023-02-28,2222,"0"
69050248460,"Classic",33,392.08,0,1,0,0,1,3,8,2024-07-15,2989,"O aplicativo é rápido e fácil de usar."
29457224158,"Exclusive",37,426.27,3,3,3,1,3,1,3,2023-05-06,9351,"O aplicativo é lento e confuso."
32256124504,"Prime",46,724.54,2,1,2,1,2,2,0,2024-04-12,12224,"O atendimento precisa melhorar."
53096816986,"Prime",35,536.62,4,1,1,0,3,2,4,2024-08-27,14989,"0"
86047277810,"Prime",55,723.4,2,2,1,0,3,1,9,2024-12-07,19042,"0"
23085754777,"Prime",46,727.51,4,3,2,0,3,1,1,2024-06-10,12166,"0"
17230562797,"Exclusive",49,534.09,3,3,2,0,3,1,8,2023-09-14,9073,"0"
75290347272,"Classic",31,322.8,0,1,0,0,1,2,4,2023-11-07,3591,"A experiência no banco não foi boa."
14040438065,"Prime",39,526.07,2,3,3,0,2,3,6,2024-06-09,12446,"O aplicativo é lento e confuso."
30477508036,"Classic",44,329.6,0,0,0,1,1,0,9,2023-06-04,6925,"0"
54184429731,"Prime",54,546.48,4,3,2,1,2,1,1,2023-03-06,16145,"0"
64869074371,"Classic",21,263.9,1,1,1,0,1,3,7,2023-08-03,1549,"0"
47655649107,"Prime",35,657.59,4,1,3,0,3,1,7,2024-11-18,19714,"0"
37328216274,"Prime",44,577.43,2,3,1,1,3,3,5,2023-01-11,19072,"A experiência no banco não foi boa."
68408052001,"Classic",40,303.63,0,2,1,1,1,3,10,2024-05-27,7213,"0"
94594593104,"Exclusive",28,450.78,3,1,3,1,3,1,5,2023-11-25,8861,"0"
80380870271,"Exclusive",33,341.94,3,3,3,0,1,2,10,2024-06-18,8912,"0"
93344512497,"Classic",27,386.74,0,1,1,1,1,3,0,2024-04-27,1434,"0"
57526725001,"Exclusive",34,520.79,3,1,3,1,3,1,2,2023-06-26,8543,"0"
55022571313,"Classic",18,229.01,0,2,1,0,0,1,3,2023-05-04,7264,"0"
15467472466,"Classic",33,261.66,1,1,1,1,1,3,5,2024-03-01,4091,"0"
16432652383,"Prime",50,543.31,2,3,1,0,3,3,1,2023-04-19,15695,"0"
97490851654,"Prime",37,699.43,2,1,2,0,3,2,9,2023-11-14,14035,"Ótimo atendimento, adorei o app."
60526349062,"Exclusive",44,531.14,3,3,3,0,3,1,5,2023-06-21,8165,"0"
26700291115,"Exclusive",32,478.43,3,1,3,1,3,2,8,2023-06-05,9296,"Adoro as funcionalidades do app!"
98887306007,"Exclusive",34,513.84,3,3,2,1,3,1,0,2024-09-26,8537,"O aplicativo é lento e confuso."
45341761448,"Classic",45,135.99,0,1,0,0,1,3,0,2024-11-19,7590,"O atendimento precisa melhorar."
67189205442,"Exclusive",32,477.44,2,3,1,1,3,2,10,2024-08-07,8037,"Ótimo atendimento, adorei o app."
81737697085,"Prime",31,639.26,4,1,3,0,2,1,5,2024-09-16,10249,"0"
60285596718,"Classic",35,369.75,1,1,1,0,0,1,3,2024-06-23,5589,"O aplicativo é lento e confuso."
58844071603,"Classic",18,285.34,0,1,1,1,1,2,5,2023-12-28,1336,"O atendimento precisa melhorar."
48698161245,"Prime",53,740.09,4,1,1,0,3,1,0,2024-04-10,13787,"0"
33961013780,"Classic",18,297.69,0,0,1,1,1,1,8,2024-05-21,7213,"0"
16071511315,"Prime",55,746.81,2,3,2,0,2,3,3,2024-05-21,19928,"0"
23880700951,"Prime",35,666.53,4,2,1,0,2,2,10,2023-05-21,13628,"0"
56075464020,"Prime",36,659.67,4,1,1,1,3,3,10,2024-12-15,10956,"0"
76027406482,"Prime",33,545.25,4,3,1,0,3,1,10,2023-07-02,16126,"Muito satisfeito com o banco."
79452221980,"Prime",52,615.88,4,2,3,0,3,2,4,2023-06-07,14955,"0"
64985032878,"Prime",35,530.93,2,2,1,1,3,2,10,2024-05-31,14027,"0"
64761454656,"Classic",42,291.89,0,1,1,1,0,1,8,2023-03-30,5235,"0"
65898156080,"Exclusive",38,313.02,3,1,1,1,3,1,5,2023-07-07,9870,"0"
62176939402,"Prime",53,611.54,4,3,3,0,3,3,7,2023-04-10,11470,"0"
85303258591,"Classic",31,172.89,0,0,1,0,0,0,1,2024-11-13,1438,"0"
67761857174,"Classic",39,101.42,0,2,1,1,0,2,2,2023-04-13,7361,"Tive problemas com o suporte."
60089983594,"Classic",23,362.23,0,2,0,0,1,0,7,2024-12-22,4590,"0"
37394786185,"Prime",52,539.98,4,2,2,1,3,3,0,2024-09-07,19732,"0"
96932572712,"Prime",52,742.3,4,2,2,1,2,3,10,2024-05-13,19230,"0"
27720474883,"Classic",24,169.11,0,1,1,1,1,0,5,2024-06-04,4780,"0"
86136341847,"Prime",44,591.71,4,2,1,0,2,1,10,2023-09-23,13734,"0"
36768701422,"Prime",55,702.67,2,3,2,1,2,3,3,2024-05-09,14879,"0"
96718568246,"Exclusive",29,398.36,3,3,3,0,2,1,4,2023-06-04,8323,"0"
26984022654,"Prime",33,559.13,4,2,1,0,3,3,1,2023-04-27,11666,"Tive problemas com o suporte."
16316997987,"Classic",39,269.69,0,2,0,0,0,0,0,2024-09-08,5870,"A experiência no banco não foi boa."
98190311631,"Classic",21,284.17,1,0,1,0,1,3,6,2023-03-16,7532,"0"
65480843510,"Classic",32,255.51,1,2,1,1,1,0,8,2024-11-29,2804,"0"
94511967453,"Classic",33,343.9,0,1,1,0,1,1,1,2024-04-10,7058,"O app trava constantemente."
17621296219,"Classic",19,267.69,0,0,1,0,1,1,9,2023-02-24,6944,"0"
40177140784,"Prime",54,699.08,4,1,3,0,3,3,7,2024-09-22,13931,"0"
75729995197,"Prime",40,669.27,4,2,3,0,2,3,9,2023-11-02,18640,"Muito satisfeito com o banco."
21232107134,"Prime",54,717.03,4,3,2,1,2,2,3,2023-10-20,17390,"0"
14823731509,"Exclusive",40,563.55,1,1,3,1,3,2,0,2023-10-31,9522,"0"
87055208071,"Exclusive",30,482.48,1,3,3,1,3,2,4,2023-03-23,9179,"0"
55058515655,"Prime",39,505.96,2,2,1,0,2,2,5,2023-06-14,17838,"0"
19909276230,"Classic",30,398.19,1,1,1,1,0,2,1,2024-07-28,2725,"O aplicativo é lento e confuso."
72660196187,"Exclusive",27,577.15,3,3,2,1,2,2,5,2023-03-09,9182,"A experiência no banco não foi boa."
91184268202,"Prime",42,737.3,4,2,1,0,3,3,10,2023-03-15,14076,"0"
53633552769,"Exclusive",40,479.43,1,2,2,0,2,1,10,2024-12-02,9630,"0"
10637365477,"Classic",26,122.75,0,0,1,0,0,0,8,2024-06-04,4787,"O serviço prestado é excelente."
13597356121,"Prime",39,728.08,2,3,2,1,3,2,8,2023-09-18,15254,"0"
23355731629,"Classic",36,398.17,0,1,1,1,1,1,9,2023-05-02,1122,"O aplicativo é rápido e fácil de usar."
39729888631,"Classic",32,324.32,0,0,1,1,1,0,4,2024-10-01,4622,"0"
21264592492,"Prime",38,544.36,2,1,2,1,3,1,3,2023-03-31,17773,"0"
47438036452,"Exclusive",36,481.57,3,3,3,1,3,1,10,2023-06-22,9644,"0"
93539051378,"Prime",34,659.73,4,2,2,1,3,3,1,2023-01-23,10699,"Tive problemas com o suporte."
89771443929,"Exclusive",50,342.8,3,1,3,1,1,1,7,2024-09-12,9229,"0"
99793065773,"Classic",24,311.01,0,2,0,1,1,3,0,2024-10-20,6307,"0"
67625728903,"Prime",49,648.49,2,3,3,0,2,3,6,2024-03-06,14311,"0"
71783543625,"Prime",37,570.63,4,3,1,0,3,2,6,2024-10-18,10636,"0"
54984249385,"Exclusive",39,574.34,3,1,2,1,3,1,6,2024-09-02,9813,"0"
89284486698,"Exclusive",37,370.89,1,3,3,1,3,2,6,2023-05-20,9340,"0"
36329406953,"Prime",55,610.78,4,1,3,1,3,3,4,2024-01-02,16968,"0"
51304358347,"Classic",22,167.85,1,0,1,0,1,2,4,2024-12-17,2851,"0"
32967249607,"Prime",41,630.66,4,3,2,1,2,1,1,2023-10-29,12653,"O app trava constantemente."
48640856072,"Exclusive",32,393.31,1,2,3,1,3,1,7,2023-09-08,9894,"0"
42185611964,"Exclusive",25,557.39,3,3,3,1,2,1,8,2023-10-10,9451,"0"
23493314819,"Exclusive",47,314.73,2,2,3,1,2,1,6,2024-02-28,9826,"0"
49584856300,"Exclusive",47,310.7,2,3,1,1,3,1,10,2023-04-23,9392,"Ótimo atendimento, adorei o app."
97856898254,"Prime",45,694.55,4,3,3,0,3,1,7,2024-09-23,13588,"0"
83771858780,"Prime",50,500.29,2,2,3,1,3,2,6,2023-04-24,18169,"O atendimento precisa melhorar."
96553705631,"Prime",32,573.29,4,1,1,0,2,2,5,2023-08-18,12435,"0"
79255815530,"Classic",33,284.69,0,2,0,0,0,0,1,2024-10-11,2767,"A experiência no banco não foi boa."
20728281726,"Exclusive",44,302.35,1,1,1,1,2,1,8,2023-01-19,9447,"0"
83446348437,"Prime",55,551.81,4,3,1,1,3,1,10,2023-10-28,10203,"0"
22644208318,"Prime",33,609.09,2,1,2,0,3,2,0,2023-01-21,10800,"A experiência no banco não foi boa."
82188160508,"Prime",38,646.66,4,3,3,0,3,2,0,2023-09-11,12966,"0"
25783258437,"Exclusive",48,447.68,2,2,3,1,2,1,9,2024-03-18,8295,"Muito satisfeito com o banco."
59882353700,"Prime",50,632.05,2,3,2,0,3,1,7,2023-09-01,18224,"0"
71809672604,"Classic",39,251.74,0,0,1,0,1,1,6,2024-08-22,2587,"O aplicativo é lento e confuso."
99077329312,"Exclusive",35,471.55,3,2,3,1,3,1,5,2024-01-04,8775,"0"
73734092082,"Classic",20,100.33,0,1,0,0,1,0,2,2023-04-07,1801,"Tive problemas com o suporte."
46644722683,"Exclusive",48,438.34,1,3,3,1,2,1,2,2023-05-26,8808,"0"
51785619074,"Exclusive",26,556.85,3,1,3,1,1,1,1,2024-08-29,8225,"O aplicativo é lento e confuso."
76792387523,"Prime",34,674.9,2,2,1,1,3,2,7,2023-03-15,15574,"0"
53741137609,"Exclusive",42,504.83,2,3,3,1,3,1,10,2023-03-31,8040,"O serviço prestado é excelente."
38512320659,"Exclusive",28,385.6,2,1,3,0,1,1,8,2024-05-31,9110,"0"
39932995929,"Prime",45,534.34,4,1,2,1,3,2,7,2024-04-30,12801,"0"
55092035620,"Prime",36,696.11,4,3,3,0,3,1,9,2023-03-13,14045,"0"
99590509491,"Exclusive",25,311.11,2,3,3,1,3,2,4,2024-03-31,8702,"0"
92344899448,"Classic",34,314.44,0,1,0,1,1,3,6,2023-12-30,3788,"0"
24493527075,"Classic",27,154.56,0,2,0,0,1,2,8,2023-11-27,6899,"0"
20771836518,"Exclusive",30,480.35,1,3,1,1,3,1,2,2023-05-04,9347,"O atendimento precisa melhorar."
50447239552,"Prime",39,740.36,2,1,2,1,2,2,4,2023-02-11,14784,"0"
31762794102,"Exclusive",28,423.07,2,3,3,1,3,1,7,2023-05-15,8834,"0"
35824092895,"Prime",54,612.33,2,3,1,1,3,3,2,2023-03-07,16048,"0"
52429269844,"Exclusive",48,447.16,3,3,2,0,1,1,8,2024-01-07,9557,"O aplicativo é rápido e fácil de usar."
19356484550,"Classic",40,122.96,0,1,0,1,0,2,1,2024-02-27,4655,"O app trava constantemente."
92854291455,"Prime",40,525.47,2,2,3,0,2,3,5,2023-01-18,13994,"O aplicativo é lento e confuso."
68014790927,"Prime",48,712.43,4,2,1,0,3,1,6,2023-07-20,14810,"0"
91871065726,"Classic",24,326,1,2,1,1,1,1,2,2023-01-31,5996,"0"
84307608662,"Classic",33,278.92,1,1,1,1,1,2,7,2024-01-31,1209,"0"
50529737736,"Prime",35,607.86,2,1,2,0,3,3,0,2024-09-14,18464,"0"
19716617193,"Exclusive",38,368.47,3,1,3,1,3,1,4,2024-12-20,9627,"0"
20956962617,"Classic",44,260.83,1,2,1,1,1,3,3,2024-05-24,1318,"0"
38490062508,"Prime",43,730.64,4,2,2,0,2,2,1,2023-06-02,12691,"0"
67338597853,"Exclusive",41,330.84,3,3,3,1,3,1,9,2024-06-17,8303,"Ótimo atendimento, adorei o app."
90462243119,"Classic",30,339.33,0,1,0,1,0,1,2,2024-01-08,2932,"A experiência no banco não foi boa."
92205966752,"Exclusive",49,371.86,2,2,3,1,2,1,4,2024-09-21,8787,"O app trava constantemente."
33824893736,"Prime",44,501.15,4,1,2,1,3,1,9,2023-05-07,19197,"0"
82936789286,"Prime",53,525.88,2,1,1,1,3,2,6,2023-07-20,17829,"0"
25691960944,"Exclusive",50,590.5,2,3,3,0,1,2,10,2024-02-08,9345,"0"
66261725505,"Prime",44,652.2,4,1,3,0,3,2,0,2024-03-11,14756,"0"
55219774756,"Prime",43,618.19,4,2,1,0,3,2,3,2023-03-14,15619,"A experiência no banco não foi boa."
24307538649,"Prime",30,680.7,4,2,1,0,2,3,5,2023-04-03,12377,"0"
24858095123,"Exclusive",50,595.98,1,2,1,1,3,1,5,2024-06-16,9647,"Tive problemas com o suporte."
68703213752,"Classic",26,330.03,0,0,1,0,1,0,1,2024-10-21,3188,"O aplicativo é lento e confuso."
28118038223,"Exclusive",40,369.86,3,3,3,1,1,1,0,2024-01-08,8820,"O app trava constantemente."
69927017012,"Exclusive",27,505.86,3,2,3,0,1,2,7,2023-01-20,9499,"0"
78116924837,"Exclusive",37,541.94,3,2,2,1,1,1,5,2024-04-29,8768,"Tive problemas com o suporte."
97033928338,"Exclusive",31,347.1,1,1,2,0,3,1,0,2024-04-23,8392,"0"
26487550389,"Classic",22,297.56,1,2,1,0,0,3,8,2024-06-23,7023,"0"
47430993395,"Prime",30,530.64,4,2,2,0,3,3,10,2023-09-20,15184,"O aplicativo é rápido e fácil de usar."
27762728913,"Classic",40,179.32,1,2,0,0,1,2,9,2024-07-22,7096,"0"
46757169026,"Exclusive",28,348.49,2,2,3,1,3,1,7,2024-11-07,8763,"0"
50513270904,"Classic",42,321.69,0,2,1,1,1,3,0,2024-02-25,7184,"0"
12669180558,"Prime",41,539.87,4,3,3,0,3,1,3,2024-02-10,12038,"O aplicativo é lento e confuso."
80739443538,"Classic",27,229.23,0,2,1,0,1,1,7,2023-05-27,4556,"0"
63366326201,"Exclusive",48,391.71,1,3,3,0,3,1,6,2023-04-29,8791,"0"
72146019368,"Exclusive",36,516.26,2,1,1,1,1,1,9,2024-11-18,8977,"0"
10879499048,"Prime",52,512.48,4,3,1,1,3,2,0,2023-03-20,19923,"O aplicativo é lento e confuso."
67541774368,"Exclusive",43,491.66,3,2,1,1,3,2,4,2023-08-14,9702,"0"
10567870398,"Prime",47,640.23,4,1,1,0,3,2,0,2024-07-09,14483,"0"
44498629493,"Exclusive",39,332.71,1,1,2,1,3,2,6,2023-12-30,9219,"0"
74826594087,"Prime",41,660.45,4,2,1,0,2,3,9,2023-07-18,13212,"0"
10918374461,"Prime",42,623.29,2,2,2,0,2,3,0,2024-09-30,10753,"0"
20760414278,"Exclusive",34,398.86,1,3,1,1,3,1,7,2023-01-08,8237,"0"
31628559150,"Exclusive",25,366.22,1,3,2,1,1,1,3,2023-12-20,9282,"0"
54527140037,"Classic",25,249.07,1,0,1,0,1,0,10,2023-06-22,7260,"0"
14358595863,"Prime",36,597.59,2,1,3,0,2,1,10,2024-12-05,13991,"0"
85262743757,"Classic",20,110.49,0,1,1,1,1,3,8,2023-11-30,5206,"0"
69081497598,"Exclusive",38,355.15,3,2,2,0,3,2,4,2024-07-18,9757,"0"
50103299845,"Exclusive",31,405.88,3,3,2,0,3,2,6,2024-06-19,9782,"0"
48175324027,"Exclusive",29,416.93,1,1,3,0,2,1,2,2024-03-27,8067,"0"
71938232275,"Exclusive",29,427.71,3,1,2,1,3,1,8,2023-11-02,8776,"Muito satisfeito com o banco."
30711322498,"Prime",35,615.82,2,2,1,0,3,2,0,2023-03-08,10384,"A experiência no banco não foi boa."
59392428862,"Classic",21,161.9,0,1,0,0,1,0,10,2023-03-09,4511,"0"
21412964098,"Classic",38,390.18,0,2,1,0,1,3,5,2023-06-14,7512,"O aplicativo é lento e confuso."
94605336139,"Classic",20,317.05,1,1,1,0,1,0,1,2023-01-29,4919,"0"
69556264052,"Classic",35,223.99,0,1,1,1,1,2,7,2024-03-01,6255,"0"
91475801322,"Classic",33,292.26,1,2,1,0,1,3,7,2023-02-25,2493,"0"
42428285318,"Prime",30,576.51,4,2,2,0,3,2,6,2023-01-21,11141,"0"
29167212334,"Exclusive",30,320.46,2,2,3,1,1,1,4,2023-10-05,9422,"O atendimento precisa melhorar."
77728520566,"Classic",36,378.38,0,1,0,1,1,1,2,2023-11-07,2293,"O aplicativo é lento e confuso."
39384058170,"Exclusive",31,333.49,3,3,1,0,3,1,7,2024-08-25,8282,"0"
20476079213,"Classic",30,165.73,0,2,1,0,1,3,6,2023-12-03,5509,"Tive problemas com o suporte."
48729538830,"Exclusive",34,403.14,2,2,3,1,3,1,6,2023-04-29,8183,"O app trava constantemente."
64997074021,"Prime",30,569.44,2,3,3,0,3,1,7,2024-11-08,11935,"0"
43352697459,"Classic",21,172.93,0,2,1,0,1,2,8,2023-11-09,1980,"O aplicativo é rápido e fácil de usar."
71663445877,"Prime",55,526.29,4,2,2,0,3,3,3,2023-02-28,13670,"0"
35434112676,"Classic",26,349.47,0,0,1,0,1,3,2,2024-05-27,7175,"A experiência no banco não foi boa."
12224786921,"Exclusive",32,300.84,1,3,3,0,1,1,8,2024-08-07,9817,"0"
51933716435,"Prime",34,526.1,4,1,3,0,3,2,9,2023-03-03,17134,"0"
43107370074,"Prime",40,745.26,4,1,2,0,3,2,4,2023-04-08,19658,"O aplicativo é lento e confuso."
43154312262,"Exclusive",47,457.4,3,2,2,0,2,1,10,2024-11-03,9472,"0"
38258796902,"Classic",19,333.66,0,2,1,0,1,2,8,2023-02-27,6832,"O serviço prestado é excelente."
70127958850,"Prime",36,682.1,4,1,3,0,3,3,2,2024-04-13,11730,"0"
59992415485,"Exclusive",30,387.83,2,1,3,0,3,1,7,2023-11-28,9389,"0"
34179354908,"Prime",49,566.77,4,3,1,1,2,3,10,2023-09-25,19888,"0"
41353610374,"Prime",42,597.9,4,2,2,0,3,2,0,2024-06-23,14554,"0"
68797991576,"Prime",50,509.23,2,2,3,1,2,2,1,2024-02-01,14977,"0"
48842908102,"Classic",35,345.14,0,2,0,0,0,3,3,2023-02-09,1271,"O aplicativo é lento e confuso."
26543437654,"Prime",32,547.25,4,3,3,0,3,3,3,2023-07-27,15054,"0"
99775137921,"Prime",44,724.71,4,1,3,1,3,3,0,2024-10-15,13908,"0"
83806758410,"Exclusive",47,531.92,2,1,3,1,3,1,3,2023-05-10,8803,"0"
25008711329,"Exclusive",33,538.69,2,3,3,1,1,1,1,2023-03-14,8735,"0"
56612548406,"Classic",42,368.98,0,1,1,1,1,3,9,2024-05-12,3762,"Adoro as funcionalidades do app!"
50421525821,"Prime",41,560.65,4,1,2,0,3,1,4,2023-01-18,10721,"O app trava constantemente."
99350892631,"Exclusive",39,351.7,3,3,2,1,3,2,9,2023-12-06,9200,"O serviço prestado é excelente."
55362208472,"Exclusive",30,419.98,3,1,3,0,3,1,10,2023-05-19,9078,"Adoro as funcionalidades do app!"
84204051498,"Prime",44,649.31,4,2,3,0,2,3,8,2023-10-19,10273,"0"
68172234713,"Exclusive",32,578.91,3,2,1,1,1,1,2,2024-07-28,9510,"Tive problemas com o suporte."
68856232777,"Exclusive",36,594.7,2,3,2,0,3,2,3,2023-04-28,8151,"0"
24576840853,"Classic",28,302.97,1,1,1,1,1,3,2,2024-11-21,5389,"0"
56288838184,"Classic",20,384.82,0,1,0,1,1,3,5,2024-02-01,3547,"O atendimento precisa melhorar."
50396824213,"Classic",20,101.23,1,0,1,1,1,2,3,2023-05-03,4642,"0"
58317219522,"Classic",28,294.36,1,1,0,0,1,0,6,2023-06-27,4903,"Tive problemas com o suporte."
90687681056,"Classic",23,149.38,0,1,0,0,1,2,8,2024-07-04,4085,"0"
28493644371,"Classic",27,379.96,0,2,0,1,1,0,6,2024-02-04,1899,"O aplicativo é lento e confuso."
53310406509,"Classic",26,257.34,1,2,0,0,0,0,7,2023-11-04,7461,"0"
87620472210,"Exclusive",26,321.27,2,1,2,1,3,1,5,2024-04-11,8171,"0"
82819360285,"Classic",30,340.68,1,2,1,0,1,0,8,2023-10-22,7823,"Adoro as funcionalidades do app!"
55528327024,"Prime",31,651.74,4,1,1,0,2,3,1,2023-04-20,16134,"0"
64646863562,"Prime",39,745.11,4,1,2,0,3,1,2,2024-04-23,19328,"0"
87145565375,"Prime",55,649.9,2,3,1,1,2,3,7,2024-05-13,18872,"0"
80088493991,"Exclusive",39,492.22,2,3,3,0,3,2,8,2023-05-26,9693,"O aplicativo é rápido e fácil de usar."
76530547621,"Classic",22,240.72,0,1,1,0,1,2,4,2023-02-09,5832,"A experiência no banco não foi boa."
59232628187,"Prime",31,703.62,4,3,3,1,3,3,3,2023-03-19,17913,"0"
60118785590,"Classic",38,342.05,0,2,1,0,1,0,3,2024-03-22,3915,"0"
60013486730,"Prime",54,518.09,2,3,2,0,3,1,4,2023-04-20,12801,"O atendimento precisa melhorar."
35144196843,"Exclusive",28,565.87,2,3,2,0,3,1,1,2024-01-20,9227,"0"
29459212609,"Exclusive",48,430.55,3,3,1,1,3,1,8,2024-01-18,9051,"0"
58345306626,"Classic",24,364.09,1,1,1,0,1,1,2,2023-03-03,7235,"0"
47682169339,"Classic",25,329.05,0,2,0,0,1,2,0,2024-06-05,4322,"0"
74166633676,"Prime",32,694.49,4,1,1,1,3,2,4,2024-11-09,17242,"O aplicativo é lento e confuso."
69715997884,"Prime",32,526.52,4,1,2,1,3,1,4,2023-11-26,17825,"0"
42200882754,"Prime",41,501.91,2,3,2,0,2,1,7,2023-09-02,16675,"0"
24944935430,"Classic",28,182.44,0,2,1,0,1,1,2,2023-05-24,7745,"0"
64188260777,"Classic",28,125.74,0,2,1,1,1,1,2,2024-02-02,5476,"0"
36956644489,"Prime",49,530.88,2,1,3,0,3,2,5,2023-01-11,17005,"O aplicativo é lento e confuso."
78442338536,"Exclusive",37,534.88,3,2,3,1,1,1,6,2024-02-02,9374,"0"
79787346199,"Prime",54,566.97,4,1,1,0,3,1,3,2024-11-04,14701,"0"
95009829717,"Classic",28,320.76,0,1,1,1,1,1,10,2023-01-10,6102,"Muito satisfeito com o banco."
83120066770,"Classic",29,357.77,0,2,0,0,0,0,6,2023-12-20,7030,"O atendimento precisa melhorar."
89471913585,"Exclusive",36,445.12,1,3,2,0,3,2,3,2023-03-06,9087,"0"
46906852651,"Classic",20,279.01,0,1,0,0,1,1,10,2023-09-01,5263,"Muito satisfeito com o banco."
56463928905,"Classic",24,195.51,0,1,0,0,1,3,3,2023-12-05,2313,"O aplicativo é lento e confuso."
36516006732,"Classic",41,364.8,0,2,0,0,1,1,10,2023-09-06,5155,"O serviço prestado é excelente."
19790992321,"Prime",32,693.95,4,3,1,0,2,1,7,2024-12-01,13389,"0"
94256247533,"Prime",30,719.2,4,2,1,0,3,1,7,2023-06-09,10230,"0"
59278690875,"Classic",44,153.19,0,0,1,0,1,0,6,2024-07-26,4408,"Tive problemas com o suporte."
30705647296,"Classic",21,247.93,0,2,1,1,1,3,2,2023-01-02,2905,"0"
85260299153,"Exclusive",33,586.63,2,2,1,1,1,1,8,2024-08-04,9862,"0"
99947810255,"Exclusive",40,485.74,3,3,3,1,3,1,10,2023-09-15,8658,"Muito satisfeito com o banco."
28974371719,"Prime",54,527.43,2,2,3,0,3,1,3,2023-07-21,13005,"0"
43619426089,"Prime",42,510.59,4,2,2,1,3,2,5,2024-05-25,12351,"Tive problemas com o suporte."
95043237484,"Exclusive",31,406.77,1,3,3,1,1,2,6,2023-12-27,8425,"0"
95353618145,"Prime",35,656.76,2,2,1,0,3,3,0,2023-05-20,11437,"0"
12835403122,"Prime",37,674.53,4,2,3,1,3,2,8,2023-06-04,10331,"0"
10093387385,"Prime",51,655.39,2,1,1,1,3,3,0,2023-11-25,12043,"0"
68665921248,"Classic",20,327.54,0,2,0,0,0,1,10,2023-12-07,6694,"Adoro as funcionalidades do app!"
79934625741,"Classic",42,191.59,1,1,0,0,1,1,1,2023-02-24,7742,"Tive problemas com o suporte."
89255083595,"Classic",20,187.64,1,1,1,1,1,0,10,2023-01-31,7254,"0"
39765876267,"Prime",31,596.99,4,2,1,1,3,3,5,2023-11-26,10277,"O atendimento precisa melhorar."
77545949788,"Exclusive",28,524.87,3,3,3,1,2,2,4,2024-06-04,9022,"0"
85413408816,"Classic",35,374.94,0,1,1,1,1,1,3,2024-11-29,3574,"O aplicativo é lento e confuso."
59533070261,"Exclusive",46,571.98,3,1,1,1,1,2,4,2024-06-19,9637,"Tive problemas com o suporte."
19133393137,"Classic",39,375.76,0,0,0,1,1,2,5,2024-05-30,2687,"0"
